SITENAME,BCF-Sector,Solution Type,Site Type,Blended Congestion,Lat,Lon,Town,Province,ACL,Azimuth,Beam Width,Length
NAAWAN,NAAWAN-1,MACRO,MACRO,GREEN,8.429768,124.295632,MISAMIS ORIENTAL,NAAWAN,49,310,40,200
NSCILG,NSCILG-1,MACRO,MACRO,GREEN,8.20114,124.216961,LANAO DEL NORTE,ILIGAN CITY,38,20,40,200
OROQUI,OROQUI-3,MACRO,MACRO,GREEN,8.479032,123.809454,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),58,240,40,200
OROQUI,OROQUI-1,MACRO,MACRO,GREEN,8.479032,123.809454,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),58,320,40,200
P2BAGONTAAS,P2BAGONTAAS-2,MACRO,MACRO,GREEN,7.956781,125.109938,BUKIDNON,VALENCIA CITY,36,150,40,200
PADADA,PADADA-1,MACRO,MACRO,AMBER,6.644786,125.346484,DAVAO DEL SUR,PADADA,41,40,40,200
PALOLINGIGSDS,PALOLINGIGSDS-1,MACRO,MACRO,GREEN,7.987503,126.427723,SURIGAO DEL SUR,LINGIG,55,90,40,200
PALOLINGIGSDS,PALOLINGIGSDS-3,MACRO,MACRO,AMBER,7.987503,126.427723,SURIGAO DEL SUR,LINGIG,55,240,40,200
PANPIL,PANPIL-1,MACRO,MACRO,GREEN,7.795465,122.605735,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),23,50,40,200
PIGKAW,PIGKAW-2,MACRO,MACRO,GREEN,7.278803,124.425849,COTABATO,PIGKAWAYAN,36,110,40,200
PINAN,PINAN-1,MACRO,MACRO,GREEN,8.484628,123.452711,ZAMBOANGA DEL NORTE,PIÑAN,36,60,40,200
POBBAG,POBBAG-1,MACRO,MACRO,GREEN,7.172821,125.393457,DAVAO DEL SUR,DAVAO CITY,38,350,40,200
POBBAG,POBBAG-3,MACRO,MACRO,GREEN,7.172821,125.393457,DAVAO DEL SUR,DAVAO CITY,38,210,40,200
POBBISLIGSDS,POBBISLIGSDS-3,MACRO,MACRO,GREEN,8.190553,126.328436,SURIGAO DEL SUR,BISLIG CITY,41,150,40,200
POBTUBODSDN,POBTUBODSDN-3,MACRO,MACRO,GREEN,9.54948,125.566614,SURIGAO DEL NORTE,TUBOD,58,200,40,200
POBTUBODSDN,POBTUBODSDN-1,MACRO,MACRO,GREEN,9.54948,125.566614,SURIGAO DEL NORTE,TUBOD,58,10,40,200
POBTUBODSDN,POBTUBODSDN-2,MACRO,MACRO,AMBER,9.54948,125.566614,SURIGAO DEL NORTE,TUBOD,58,110,40,200
POLODAP,POLODAP-2,MACRO,MACRO,AMBER,8.632173,123.409499,ZAMBOANGA DEL NORTE,DAPITAN CITY,39,170,40,200
POLOMO,POLOMO-1,MACRO,MACRO,GREEN,6.22846,125.074449,SOUTH COTABATO,POLOMOLOK,38,50,40,200
POLOMO,POLOMO-3,MACRO,MACRO,GREEN,6.22846,125.074449,SOUTH COTABATO,POLOMOLOK,38,290,40,200
PRK4MANGBISLIGSDS,PRK4MANGBISLIGSDS-1,MACRO,MACRO,GREEN,8.178034,126.356116,SURIGAO DEL SUR,BISLIG CITY,24,345,40,200
PUR14KATANG,PUR14KATANG-1,MACRO,MACRO,GREEN,6.165699,125.197389,SOUTH COTABATO,GENERAL SANTOS CITY,40,270,40,200
PUR14KATANG,PUR14KATANG-3,MACRO,MACRO,GREEN,6.165699,125.197389,SOUTH COTABATO,GENERAL SANTOS CITY,40,200,40,200
QUEZONMAINITSDN,QUEZONMAINITSDN-2,MACRO,MACRO,AMBER,9.537318,125.524334,SURIGAO DEL NORTE,MAINIT,38,100,40,200
SANJOSMALAYB,SANJOSMALAYB-2,MACRO,MACRO,AMBER,8.099485,125.129587,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,95,40,200
SANLUI,SANLUI-2,MACRO,MACRO,AMBER,8.500028,125.739261,AGUSAN DEL SUR,SAN LUIS,48,150,40,200
STACRU,STACRU-3,MACRO,MACRO,GREEN,6.846734,125.410152,DAVAO DEL SUR,SANTA CRUZ,38,240,40,200
SULITA,SULITA-1,MACRO,MACRO,GREEN,7.837414,122.714092,ZAMBOANGA SIBUGAY,NAGA,40,340,40,200
SUMILI,SUMILI-2,MACRO,MACRO,GREEN,8.993743,125.611607,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),47,120,40,200
SUMILI,SUMILI-3,MACRO,MACRO,GREEN,8.993743,125.611607,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),47,190,40,200
SUMILI,SUMILI-1,MACRO,MACRO,GREEN,8.993743,125.611607,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),47,350,40,200
TAMISA,TAMISA-1,MACRO,MACRO,GREEN,6.84567,126.295983,DAVAO ORIENTAL,MATI CITY (CAPITAL),42,30,40,200
TAMISA,TAMISA-2,MACRO,MACRO,GREEN,6.84567,126.295983,DAVAO ORIENTAL,MATI CITY (CAPITAL),42,160,40,200
TAMUGANDVO,TAMUGANDVO-3,MACRO,MACRO,GREEN,7.249495,125.390712,DAVAO DEL SUR,DAVAO CITY,39,300,40,200
TOPLAH,TOPLAH-2,MACRO,MACRO,GREEN,8.586712,123.339889,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),41,80,40,200
TULUNA,TULUNA-3,MACRO,MACRO,GREEN,6.823999,124.883584,COTABATO,TULUNAN,49,280,40,200
VRUELA,VRUELA-2,MACRO,MACRO,GREEN,8.062923,125.954173,AGUSAN DEL SUR,VERUELA,45,60,40,200
ZAMECOZONE,ZAMECOZONE-1,MACRO,MACRO,GREEN,7.003626,121.92371,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,21,0,40,200
ZAMECOZONE,ZAMECOZONE-2,MACRO,MACRO,GREEN,7.003626,121.92371,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,21,60,40,200
ADLAY,ADLAY-2,MACRO,MACRO,GREEN,9.416419,125.889657,SURIGAO DEL SUR,CARRASCAL,42,45,40,200
AGUSAN,AGUSAN-2,MACRO,MACRO,GREEN,8.489997,124.736839,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,150,40,200
AGUSAN,AGUSAN-3,MACRO,MACRO,AMBER,8.489997,124.736839,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,220,40,200
ALEGRIASFRANCAGS,ALEGRIASFRANCAGS-1,MACRO,MACRO,AMBER,8.504938,125.99519,AGUSAN DEL SUR,SAN FRANCISCO,39,0,40,200
ALICIA,ALICIA-1,MACRO,MACRO,GREEN,7.506852,122.942279,ZAMBOANGA SIBUGAY,ALICIA,48,310,40,200
ANONANGSAMALDDN,ANONANGSAMALDDN-2,MACRO,MACRO,GREEN,7.012505,125.741355,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,32,130,40,200
APLAYMANICA,APLAYMANICA-1,MACRO,MACRO,GREEN,7.018117,122.201244,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,38,20,40,200
APLAYMANICA,APLAYMANICA-2,MACRO,MACRO,GREEN,7.018117,122.201244,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,38,220,40,200
AZUPOB2BANSALANDDS,AZUPOB2BANSALANDDS-1,MACRO,MACRO,GREEN,6.761926,125.2954,DAVAO DEL SUR,DIGOS CITY (CAPITAL),40,340,40,200
BA2SI,BA2SI-2,MACRO,MACRO,GREEN,7.750453,122.829907,ZAMBOANGA SIBUGAY,SIAY,42,160,40,200
BADINGPOBBUTUANAGN,BADINGPOBBUTUANAGN-1,MACRO,MACRO,GREEN,8.97038,125.534,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),30,310,40,200
BADINGPOBBUTUANAGN,BADINGPOBBUTUANAGN-3,MACRO,MACRO,GREEN,8.97038,125.534,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),30,200,40,200
BAGONTASVALN,BAGONTASVALN-3,MACRO,MACRO,AMBER,7.926098,125.091547,BUKIDNON,VALENCIA CITY,31,225,40,200
BAGUERLIBUNGNCOT,BAGUERLIBUNGNCOT-1,MACRO,MACRO,AMBER,7.2803,124.4683,COTABATO,LIBUNGAN,39,0,40,200
BAHIBAROBOSDS,BAHIBAROBOSDS-2,MACRO,MACRO,GREEN,8.495354,126.040373,SURIGAO DEL SUR,BAROBO,50,100,40,200
BALOI,BALOI-1,MACRO,MACRO,GREEN,8.126544,124.210687,LANAO DEL NORTE,BALOI,35,340,40,200
BANADERMISOR,BANADERMISOR-1,MACRO,MACRO,GREEN,8.148272,123.830941,MISAMIS OCCIDENTAL,OZAMIZ CITY,40,15,40,200
BANANAVILLBUTUANAGN,BANANAVILLBUTUANAGN-1,MACRO,MACRO,GREEN,8.967305,125.515646,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),34,50,40,200
BANCASBUTUANAGN,BANCASBUTUANAGN-2,MACRO,MACRO,GREEN,8.944738,125.484346,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),30,100,40,200
BANCASBUTUANAGN,BANCASBUTUANAGN-3,MACRO,MACRO,GREEN,8.944738,125.484346,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),30,190,40,200
BANZABUTUANAGN,BANZABUTUANAGN-1,MACRO,MACRO,GREEN,8.981275,125.545258,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),49,25,40,200
BANZABUTUANAGN,BANZABUTUANAGN-2,MACRO,MACRO,GREEN,8.981275,125.545258,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),49,205,40,200
BANZABUTUANAGN,BANZABUTUANAGN-3,MACRO,MACRO,GREEN,8.981275,125.545258,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),49,300,40,200
BATANGANVALENBUK,BATANGANVALENBUK-2,MACRO,MACRO,GREEN,7.904155,125.1069,BUKIDNON,VALENCIA CITY,39,190,40,200
BATOBA,BATOBA-1,MACRO,MACRO,GREEN,5.074286,119.88622,TAWI-TAWI,PANGLIMA SUGALA,35,350,40,200
BAYBAYKOLAMBLDN,BAYBAYKOLAMBLDN-2,MACRO,MACRO,GREEN,8.110175,123.887121,LANAO DEL NORTE,KOLAMBUGAN,48,140,40,200
BAYUGA,BAYUGA-1,MACRO,MACRO,AMBER,8.715112,125.741868,AGUSAN DEL SUR,BAYUGAN CITY,50,320,40,200
BITOSBUTUANAGN,BITOSBUTUANAGN-1,MACRO,MACRO,AMBER,8.885511,125.539184,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,40,40,200
BLANCIAMOLAVEZDS,BLANCIAMOLAVEZDS-2,MACRO,MACRO,GREEN,8.07933,123.49163,ZAMBOANGA DEL SUR,MOLAVE,40,60,40,200
BMORET,BMORET-1,MACRO,MACRO,GREEN,6.918128,122.061831,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,31,350,40,200
BOLEBOKLEBAKSKUD,BOLEBOKLEBAKSKUD-1,MACRO,MACRO,GREEN,6.734028,124.109881,SULTAN KUDARAT,LEBAK,39,70,40,200
BOMBELTIGUMDIGOSDDS,BOMBELTIGUMDIGOSDDS-1,MACRO,MACRO,GREEN,6.759253,125.318864,DAVAO DEL SUR,DIGOS CITY (CAPITAL),29,20,40,200
BONGO,BONGO-1,MACRO,MACRO,AMBER,7.34113,124.03184,MAGUINDANAO DEL NORTE,PARANG,40,0,40,200
BRANDIASPANGANBUK,BRANDIASPANGANBUK-2,MACRO,MACRO,GREEN,7.822654,124.794455,BUKIDNON,PANGANTUCAN,39,170,40,200
BRGY1SANFRANSADS,BRGY1SANFRANSADS-2,MACRO,MACRO,GREEN,8.512769,125.976948,AGUSAN DEL SUR,SAN FRANCISCO,39,110,40,200
BRGY1SANFRANSADS,BRGY1SANFRANSADS-3,MACRO,MACRO,GREEN,8.512769,125.976948,AGUSAN DEL SUR,SAN FRANCISCO,39,200,40,200
BRGY1SANFRANSADS,BRGY1SANFRANSADS-4,MACRO,MACRO,AMBER,8.512769,125.976948,AGUSAN DEL SUR,SAN FRANCISCO,39,290,40,200
BRGY7POBMALAYBBUK,BRGY7POBMALAYBBUK-3,MACRO,MACRO,GREEN,8.148114,125.131832,BUKIDNON,MALAYBALAY CITY (CAPITAL),16.7,250,40,200
BRGY7POBNASIPAGN,BRGY7POBNASIPAGN-1,MACRO,MACRO,GREEN,8.984856,125.345873,AGUSAN DEL NORTE,NASIPIT,44,320,40,200
BRGYMAGDAGJABONAGN,BRGYMAGDAGJABONAGN-3,MACRO,MACRO,GREEN,9.34376,125.500239,AGUSAN DEL NORTE,JABONGA,39,210,40,200
BTPOBLACION9CABADAGN,BTPOBLACION9CABADAGN-2,MACRO,MACRO,GREEN,9.124463,125.541509,AGUSAN DEL NORTE,CABADBARAN CITY,29,200,40,200
BUENAVSTAZAMBOAZDS,BUENAVSTAZAMBOAZDS-2,MACRO,MACRO,GREEN,7.24151,122.262,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,39,170,40,200
BUENAVSTAZAMBOAZDS,BUENAVSTAZAMBOAZDS-3,MACRO,MACRO,GREEN,7.24151,122.262,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,39,250,40,200
BUHANGMGALANAGN,BUHANGMGALANAGN-1,MACRO,MACRO,GREEN,9.037104,125.52571,AGUSAN DEL NORTE,MAGALLANES,48,20,40,200
BUUG2,BUUG2-3,MACRO,MACRO,AMBER,7.709808,123.070825,ZAMBOANGA SIBUGAY,BUUG,42,150,40,200
BVILLA,BVILLA-2,MACRO,MACRO,GREEN,8.472417,123.780831,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),41,80,40,200
CABLIG2MTANAODDS,CABLIG2MTANAODDS-1,MACRO,MACRO,GREEN,6.75061,125.26736,DAVAO DEL SUR,MATANAO,40,350,40,200
CABLIG2MTANAODDS,CABLIG2MTANAODDS-2,MACRO,MACRO,AMBER,6.75061,125.26736,DAVAO DEL SUR,MATANAO,40,140,40,200
CABLIG2MTANAODDS,CABLIG2MTANAODDS-3,MACRO,MACRO,AMBER,6.75061,125.26736,DAVAO DEL SUR,MATANAO,40,270,40,200
CABLINGBANGASCOT,CABLINGBANGASCOT-1,MACRO,MACRO,AMBER,6.388766,124.802849,SOUTH COTABATO,BANGA,31,350,40,200
CAGPAN,CAGPAN-2,MACRO,MACRO,GREEN,7.280221,125.681577,DAVAO DEL NORTE,PANABO CITY,34,180,40,200
CALAODCARLSBUK,CALAODCARLSBUK-3,MACRO,MACRO,GREEN,7.681,124.91671,BUKIDNON,DON CARLOS,39,240,40,200
CALAPAGLUPONDVOR,CALAPAGLUPONDVOR-1,MACRO,MACRO,GREEN,7.128762,126.194545,DAVAO ORIENTAL,LUPON,30,20,40,200
CALOOCANKNADALSCOT,CALOOCANKNADALSCOT-1,MACRO,MACRO,GREEN,6.524571,124.8424,SOUTH COTABATO,KORONADAL CITY (CAPITAL),29,50,40,200
CAMPPH,CAMPPH-4,MACRO,MACRO,GREEN,8.318226,124.81624,BUKIDNON,MANOLO FORTICH,37,240,40,200
CAMPUNOLAMIT,CAMPUNOLAMIT-3,MACRO,MACRO,GREEN,6.610628,122.174854,BASILAN,LAMITAN CITY (CAPITAL),40,200,40,200
CARIDADPILARSDN,CARIDADPILARSDN-3,MACRO,MACRO,GREEN,9.883887,126.116129,SURIGAO DEL NORTE,PILAR,49,230,40,200
CATANGNANGLUNASDN,CATANGNANGLUNASDN-3,MACRO,MACRO,AMBER,9.808181,126.157247,SURIGAO DEL NORTE,GENERAL LUNA,49,285,40,200
CAWAGSAMALDDN,CAWAGSAMALDDN-1,MACRO,MACRO,AMBER,7.060193,125.720186,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,40,320,40,200
CENTRASURALLSCOT,CENTRASURALLSCOT-2,MACRO,MACRO,GREEN,6.3242,124.761,SOUTH COTABATO,SURALLAH,39,160,40,200
COGBALINGMOR,COGBALINGMOR-1,MACRO,MACRO,GREEN,8.74953,124.778,MISAMIS ORIENTAL,BALINGASAG,29,20,40,200
COLONGULOSURALLSCOT,COLONGULOSURALLSCOT-2,MACRO,MACRO,AMBER,6.344902,124.721535,SOUTH COTABATO,SURALLAH,39,160,40,200
COLUMB,COLUMB-1,MACRO,MACRO,GREEN,6.684757,124.957747,SULTAN KUDARAT,COLUMBIO,43,295,40,200
CONSUELOGLUNASDN,CONSUELOGLUNASDN-2,MACRO,MACRO,AMBER,9.7916,126.104139,SURIGAO DEL NORTE,GENERAL LUNA,50,70,40,200
CORONO,CORONO-2,MACRO,MACRO,AMBER,6.876255,125.454056,DAVAO DEL SUR,SANTA CRUZ,50,230,40,200
CORONO,CORONO-3,MACRO,MACRO,GREEN,6.876255,125.454056,DAVAO DEL SUR,SANTA CRUZ,50,300,40,200
DALIATAGUMATIDVOR,DALIATAGUMATIDVOR-2,MACRO,MACRO,GREEN,7.01486,126.21,DAVAO ORIENTAL,MATI CITY (CAPITAL),49,115,40,200
DALIATAGUMATIDVOR,DALIATAGUMATIDVOR-3,MACRO,MACRO,GREEN,7.01486,126.21,DAVAO ORIENTAL,MATI CITY (CAPITAL),49,190,40,200
DALWNGMALAYBALAYBUK,DALWNGMALAYBALAYBUK-3,MACRO,MACRO,GREEN,8.198787,125.041357,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,240,40,200
DAMILAGBUK,DAMILAGBUK-3,MACRO,MACRO,GREEN,8.352207,124.810561,BUKIDNON,MANOLO FORTICH,50,170,40,200
DAMPILAGONGMOR,DAMPILAGONGMOR-2,MACRO,MACRO,GREEN,8.826078,124.793606,MISAMIS ORIENTAL,LAGONGLONG,49,170,40,200
DANSLR,DANSLR-3,MACRO,MACRO,GREEN,8.034324,122.577174,ZAMBOANGA DEL NORTE,LABASON,41,240,40,200
DAOPGDIANZDS,DAOPGDIANZDS-2,MACRO,MACRO,GREEN,7.855975,123.43029,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),39,100,40,200
DAWANMATIDVOR,DAWANMATIDVOR-1,MACRO,MACRO,GREEN,6.900637,126.150515,DAVAO ORIENTAL,MATI CITY (CAPITAL),49,25,40,200
DAWANMATIDVOR,DAWANMATIDVOR-2,MACRO,MACRO,GREEN,6.900637,126.150515,DAVAO ORIENTAL,MATI CITY (CAPITAL),49,140,40,200
DAYAWANVILMISOR,DAYAWANVILMISOR-2,MACRO,MACRO,GREEN,8.579761,124.776828,MISAMIS ORIENTAL,VILLANUEVA,39,160,40,200
DAYAWANVILMISOR,DAYAWANVILMISOR-3,MACRO,MACRO,GREEN,8.579761,124.776828,MISAMIS ORIENTAL,VILLANUEVA,39,260,40,200
DICAYASDPOLOGZDN,DICAYASDPOLOGZDN-1,MACRO,MACRO,AMBER,8.58787,123.358,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,20,40,200
DICAYASDPOLOGZDN,DICAYASDPOLOGZDN-2,MACRO,MACRO,GREEN,8.58787,123.358,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,95,40,200
DICAYASDPOLOGZDN,DICAYASDPOLOGZDN-3,MACRO,MACRO,GREEN,8.58787,123.358,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,190,40,200
DIMALU,DIMALU-3,MACRO,MACRO,GREEN,8.120989,123.800239,MISAMIS OCCIDENTAL,OZAMIZ CITY,40,235,40,200
DITA,DITA-3,MACRO,MACRO,AMBER,7.159754,122.234495,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,38,230,40,200
DONMATEOVRUELAAGS,DONMATEOVRUELAAGS-3,MACRO,MACRO,GREEN,8.089566,125.88827,AGUSAN DEL SUR,VERUELA,39,250,40,200
DONROSTUBAYAGN,DONROSTUBAYAGN-1,MACRO,MACRO,GREEN,9.161265,125.563353,AGUSAN DEL NORTE,TUBAY,40,355,40,200
DUMAGUILNORALASCOT,DUMAGUILNORALASCOT-2,MACRO,MACRO,AMBER,6.549213,124.679849,SOUTH COTABATO,NORALA,49,100,40,200
DUNGOANMLANGNCOT,DUNGOANMLANGNCOT-1,MACRO,MACRO,GREEN,6.949652,124.870747,COTABATO,M'LANG,57,60,40,200
DUNGOANMLANGNCOT,DUNGOANMLANGNCOT-2,MACRO,MACRO,GREEN,6.949652,124.870747,COTABATO,M'LANG,57,110,40,200
GAISANZON1DIGOSDDS,GAISANZON1DIGOSDDS-3,MACRO,MACRO,GREEN,6.757558,125.35312,DAVAO DEL SUR,DIGOS CITY (CAPITAL),20,280,40,200
GARPOB5CABADAGN,GARPOB5CABADAGN-2,MACRO,MACRO,GREEN,9.119332,125.533316,AGUSAN DEL NORTE,CABADBARAN CITY,40,120,40,200
GARPOB5CABADAGN,GARPOB5CABADAGN-3,MACRO,MACRO,GREEN,9.119332,125.533316,AGUSAN DEL NORTE,CABADBARAN CITY,40,220,40,200
GINGO2,GINGO2-3,MACRO,MACRO,GREEN,8.812976,125.104846,MISAMIS ORIENTAL,GINGOOG CITY,30,180,40,200
GLUNASANMIGDIGOSDDS,GLUNASANMIGDIGOSDDS-2,MACRO,MACRO,GREEN,6.74859,125.337811,DAVAO DEL SUR,DIGOS CITY (CAPITAL),39,180,40,200
GODOD,GODOD-1,MACRO,MACRO,AMBER,8.00618,122.845477,ZAMBOANGA DEL NORTE,GODOD,30,330,40,200
GODOD,GODOD-3,MACRO,MACRO,GREEN,8.00618,122.845477,ZAMBOANGA DEL NORTE,GODOD,30,250,40,200
GPANAB,GPANAB-2,MACRO,MACRO,GREEN,7.306613,125.687009,DAVAO DEL NORTE,PANABO CITY,25,100,40,200
GPANAB,GPANAB-3,MACRO,MACRO,GREEN,7.306613,125.687009,DAVAO DEL NORTE,PANABO CITY,25,240,40,200
GUIHIN,GUIHIN-1,MACRO,MACRO,GREEN,6.677021,125.346865,DAVAO DEL SUR,HAGONOY,38,10,40,200
GUIHIN,GUIHIN-2,MACRO,MACRO,GREEN,6.677021,125.346865,DAVAO DEL SUR,HAGONOY,38,120,40,200
GUIHIN,GUIHIN-3,MACRO,MACRO,GREEN,6.677021,125.346865,DAVAO DEL SUR,HAGONOY,38,255,40,200
HINAPLANONILIGANLDN,HINAPLANONILIGANLDN-1,MACRO,MACRO,GREEN,8.250977,124.263054,LANAO DEL NORTE,ILIGAN CITY,29,30,40,200
HIWAYPOB5MIDSAYNCOT,HIWAYPOB5MIDSAYNCOT-1,MACRO,MACRO,GREEN,7.203255,124.543014,COTABATO,MIDSAYAP,39,10,40,200
JDLMAN,JDLMAN-2,MACRO,MACRO,GREEN,8.441696,123.019658,ZAMBOANGA DEL NORTE,JOSE DALMAN,40,90,40,200
JDLMAN,JDLMAN-3,MACRO,MACRO,AMBER,8.441696,123.019658,ZAMBOANGA DEL NORTE,JOSE DALMAN,40,190,40,200
JUDEPOBDOSBANSALDDS,JUDEPOBDOSBANSALDDS-3,MACRO,MACRO,GREEN,6.783912,125.210213,DAVAO DEL SUR,BANSALAN,48,160,40,200
KABAN,KABAN-2,MACRO,MACRO,AMBER,7.91019,126.0894,DAVAO DE ORO,MONKAYO,43,200,40,200
KABLACANRLY,KABLACANRLY-1,MACRO,MACRO,AMBER,5.856392,124.952365,SARANGANI,MAASIM,49,20,40,200
KAGWASANPGDIANZDS,KAGWASANPGDIANZDS-3,MACRO,MACRO,GREEN,7.872655,123.422584,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),39,190,40,200
KAHYAGANPGDIANZDS,KAHYAGANPGDIANZDS-2,MACRO,MACRO,GREEN,7.865604,123.402446,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),41,90,40,200
KALANAWESKUD,KALANAWESKUD-1,MACRO,MACRO,AMBER,6.75012,124.684178,SULTAN KUDARAT,PRESIDENT QUIRINO,50,30,40,200
KAPALBALANGPGDIANZDS,KAPALBALANGPGDIANZDS-3,MACRO,MACRO,AMBER,7.823337,123.42427,ZAMBOANGA DEL SUR,PAGADIAN CITY (CAPITAL),29,310,40,200
KATICOSKUD,KATICOSKUD-3,MACRO,MACRO,GREEN,6.75799,124.7292,SULTAN KUDARAT,PRESIDENT QUIRINO,49,250,40,200
KATIPUNANMARAGUDDO,KATIPUNANMARAGUDDO-1,MACRO,MACRO,GREEN,7.413019,126.145675,DAVAO DE ORO,MARAGUSAN,40,350,40,200
KATUNGTACUR,KATUNGTACUR-1,MACRO,MACRO,GREEN,6.652551,124.660599,SULTAN KUDARAT,TACURONG CITY,50,5,40,200
KATUNGTACUR,KATUNGTACUR-2,MACRO,MACRO,AMBER,6.652551,124.660599,SULTAN KUDARAT,TACURONG CITY,50,65,40,200
KIDAP3,KIDAP3-2,MACRO,MACRO,AMBER,6.998616,125.080993,COTABATO,KIDAPAWAN CITY (CAPITAL),37,160,40,200
KIDAP3,KIDAP3-3,MACRO,MACRO,GREEN,6.998616,125.080993,COTABATO,KIDAPAWAN CITY (CAPITAL),37,270,40,200
KINABJANASIPAGN,KINABJANASIPAGN-2,MACRO,MACRO,GREEN,8.974845,125.361798,AGUSAN DEL NORTE,NASIPIT,41,180,40,200
KINABJANASIPAGN,KINABJANASIPAGN-3,MACRO,MACRO,AMBER,8.974845,125.361798,AGUSAN DEL NORTE,NASIPIT,41,270,40,200
KING,KING-1,MACRO,MACRO,GREEN,7.134515,125.95416,DAVAO DE ORO,PANTUKAN,23,80,40,200
KLING,KLING-1,MACRO,MACRO,GREEN,5.936618,124.725,SARANGANI,KIAMBA,42,20,40,200
KLING,KLING-2,MACRO,MACRO,GREEN,5.936618,124.725,SARANGANI,KIAMBA,42,110,40,200
KLING,KLING-3,MACRO,MACRO,GREEN,5.936618,124.725,SARANGANI,KIAMBA,42,310,40,200
KM11MERCEDZAMBOAZDS,KM11MERCEDZAMBOAZDS-3,MACRO,MACRO,AMBER,6.961356,122.134263,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,29,150,40,200
KM9DUMALBUTUANAGN,KM9DUMALBUTUANAGN-1,MACRO,MACRO,GREEN,8.952666,125.462583,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),43,340,40,200
KM9DUMALBUTUANAGN,KM9DUMALBUTUANAGN-2,MACRO,MACRO,GREEN,8.952666,125.462583,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),43,100,40,200
KPJUAN,KPJUAN-2,MACRO,MACRO,AMBER,8.08278,125.0278,BUKIDNON,LANTAPAN,56,150,40,200
LADTINGPIKITCOT,LADTINGPIKITCOT-1,MACRO,MACRO,GREEN,7.052964,124.647762,COTABATO,PIKIT,49,10,40,200
LADTINGPIKITCOT,LADTINGPIKITCOT-2,MACRO,MACRO,GREEN,7.052964,124.647762,COTABATO,PIKIT,49,80,40,200
LADTINGPIKITCOT,LADTINGPIKITCOT-4,MACRO,MACRO,AMBER,7.052964,124.647762,COTABATO,PIKIT,49,260,40,200
LAFORTUNAVRUELAAGS,LAFORTUNAVRUELAAGS-3,MACRO,MACRO,AMBER,8.026526,125.911373,AGUSAN DEL SUR,VERUELA,39,285,40,200
LAGUITASMALAYBBUK,LAGUITASMALAYBBUK-1,MACRO,MACRO,GREEN,8.0803,125.132,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,5,40,200
LAGUITASMALAYBBUK,LAGUITASMALAYBBUK-2,MACRO,MACRO,GREEN,8.0803,125.132,BUKIDNON,MALAYBALAY CITY (CAPITAL),39,135,40,200
LALA,LALA-1,MACRO,MACRO,AMBER,7.97293,123.747448,LANAO DEL NORTE,LALA,49,50,40,200
LAMCAN,LAMCAN-3,MACRO,MACRO,AMBER,6.276055,125.256697,SARANGANI,MALUNGON,39,270,40,200
LANUROHAGONDDS,LANUROHAGONDDS-1,MACRO,MACRO,AMBER,6.72841,125.27271,DAVAO DEL SUR,HAGONOY,39,10,40,200
